user_id,signup_at,country,marketing_channel,device_os
u_000961,2024-12-03 17:34:52,KR,paid_google,Android
u_000962,2024-11-16 12:19:51,JP,paid_tiktok,Android
u_000963,2024-11-20 04:25:21,KR,paid_google,Android
u_000964,2024-12-26 01:44:13,KR,paid_tiktok,Android
u_000965,2024-11-20 20:19:19,KR,organic,Android
u_000966,2024-11-21 20:35:30,KR,referral,iOS
u_000967,2024-11-01 21:02:02,KR,referral,Android
u_000968,2024-12-07 01:53:41,KR,organic,Android
u_000969,2024-11-07 22:24:33,KR,paid_facebook,Android
u_000970,2024-11-24 02:37:08,KR,paid_tiktok,Android
u_000971,2024-12-04 02:09:21,KR,paid_google,Android
u_000972,2024-12-29 11:03:18,JP,organic,iOS
u_000973,2024-11-14 15:47:14,KR,organic,Android
u_000974,2024-12-08 09:28:00,KR,paid_facebook,iOS
u_000975,2024-12-14 14:30:31,JP,paid_google,Android
u_000976,2024-11-14 02:09:25,KR,paid_tiktok,Android
u_000977,2024-11-07 19:36:51,KR,paid_facebook,Android
u_000978,2024-11-10 21:53:17,KR,paid_google,iOS
u_000979,2024-11-23 02:33:59,KR,paid_google,iOS
u_000980,2024-12-25 21:56:26,US,cross_promo,Android
u_000981,2024-11-18 13:07:38,KR,paid_facebook,iOS
u_000982,2024-12-19 08:56:32,KR,paid_facebook,Android
u_000983,2024-11-26 05:09:30,KR,paid_google,Android
u_000984,2024-11-28 16:53:43,KR,cross_promo,Android
u_000985,2024-11-06 01:19:26,JP,paid_tiktok,Android
u_000986,2024-12-26 12:31:24,KR,paid_google,Android
u_000987,2024-12-30 19:20:48,KR,organic,iOS
u_000988,2024-11-30 10:52:25,KR,referral,Android
u_000989,2024-11-11 16:14:53,US,referral,Android
u_000990,2024-12-11 06:01:03,KR,paid_tiktok,Android
u_000991,2024-11-04 10:12:03,KR,paid_facebook,iOS
u_000992,2024-12-29 12:30:22,KR,paid_google,Android
u_000993,2024-11-27 11:17:25,KR,cross_promo,Android
u_000994,2024-12-18 16:34:19,KR,paid_tiktok,Android
u_000995,2024-11-01 19:15:58,JP,referral,Android
u_000996,2024-11-10 19:10:08,KR,paid_facebook,Android
u_000997,2024-12-07 14:35:51,JP,paid_facebook,Android
u_000998,2024-12-25 00:02:09,KR,organic,iOS
u_000999,2024-12-24 09:34:25,KR,organic,Android
u_001000,2024-12-12 09:05:00,KR,organic,Android
u_001001,2024-12-16 07:52:35,KR,organic,iOS
u_001002,2024-12-03 19:47:23,KR,referral,Android
u_001003,2024-11-29 03:50:53,KR,organic,iOS
u_001004,2024-12-05 19:26:59,JP,organic,Android
u_001005,2024-11-27 08:32:40,KR,paid_tiktok,Android
u_001006,2024-12-04 02:02:40,KR,cross_promo,Android
u_001007,2024-11-24 22:12:31,KR,paid_facebook,Android
u_001008,2024-11-04 16:43:23,KR,referral,iOS
u_001009,2024-11-02 08:04:26,JP,cross_promo,iOS
u_001010,2024-11-09 02:59:49,KR,referral,Android
u_001011,2024-12-27 13:21:06,JP,organic,Android
u_001012,2024-11-09 14:49:56,KR,paid_google,Android
u_001013,2024-12-30 08:42:28,KR,organic,Android
u_001014,2024-11-01 09:29:19,US,paid_facebook,iOS
u_001015,2024-12-02 18:43:04,KR,referral,Android
u_001016,2024-12-27 00:43:46,US,referral,Android
u_001017,2024-12-16 16:56:43,JP,paid_facebook,Android
u_001018,2024-11-11 21:40:06,KR,paid_facebook,Android
u_001019,2024-11-02 07:23:05,KR,organic,iOS
u_001020,2024-11-20 12:14:13,KR,paid_google,iOS
u_001021,2024-12-31 12:06:07,JP,paid_google,Android
u_001022,2024-11-29 10:07:27,US,organic,iOS
u_001023,2024-12-30 06:28:41,JP,paid_tiktok,iOS
u_001024,2024-12-15 06:10:55,KR,paid_google,Android
u_001025,2024-12-03 05:09:38,KR,paid_facebook,iOS
u_001026,2024-11-07 12:01:49,US,organic,Android
u_001027,2024-12-28 17:44:49,KR,paid_facebook,iOS
u_001028,2024-12-27 07:51:05,KR,referral,Android
u_001029,2024-12-20 22:16:59,KR,referral,Android
u_001030,2024-11-03 03:08:40,US,referral,Android
u_001031,2024-12-26 09:42:58,KR,organic,iOS
u_001032,2024-11-14 07:58:19,KR,paid_facebook,iOS
u_001033,2024-12-05 09:34:58,KR,cross_promo,Android
u_001034,2024-12-29 09:00:42,KR,paid_facebook,Android
u_001035,2024-12-28 05:59:32,KR,organic,iOS
u_001036,2024-12-06 21:23:56,JP,paid_facebook,Android
u_001037,2024-12-26 07:38:13,JP,organic,Android
u_001038,2024-11-18 13:02:29,KR,paid_tiktok,iOS
u_001039,2024-12-05 09:43:35,US,paid_google,iOS
u_001040,2024-11-05 21:44:01,KR,paid_facebook,Android
u_001041,2024-12-08 10:16:58,KR,referral,iOS
u_001042,2024-12-29 12:44:44,KR,paid_google,iOS
u_001043,2024-11-02 02:07:42,JP,cross_promo,Android
u_001044,2024-11-19 13:45:05,KR,paid_facebook,Android
u_001045,2024-12-25 05:43:24,JP,paid_tiktok,iOS
u_001046,2024-11-12 19:01:56,KR,organic,Android
u_001047,2024-11-02 01:31:07,US,paid_tiktok,iOS
u_001048,2024-11-18 08:01:59,US,paid_google,Android
u_001049,2024-11-30 00:52:30,KR,paid_facebook,iOS
u_001050,2024-11-29 20:59:25,KR,referral,Android
u_001051,2024-12-21 12:00:27,JP,paid_google,Android
u_001052,2024-12-13 06:45:05,KR,referral,Android
u_001053,2024-12-24 13:18:53,US,paid_facebook,iOS
u_001054,2024-11-10 16:20:20,KR,paid_google,Android
u_001055,2024-12-17 07:20:21,JP,paid_google,Android
u_001056,2024-11-20 04:25:51,KR,organic,Android
u_001057,2024-12-15 10:54:08,KR,paid_google,Android
u_001058,2024-11-03 02:01:26,KR,paid_google,Android
u_001059,2024-12-17 07:36:38,KR,paid_facebook,Android
u_001060,2024-11-01 17:44:06,KR,organic,iOS
u_001061,2024-11-26 00:26:55,KR,paid_tiktok,iOS
u_001062,2024-11-11 17:56:24,US,referral,Android
u_001063,2024-11-04 15:07:45,JP,paid_tiktok,Android
u_001064,2024-12-18 07:47:46,JP,paid_tiktok,Android
u_001065,2024-11-02 03:24:00,KR,cross_promo,Android
u_001066,2024-11-15 07:16:25,KR,paid_tiktok,Android
u_001067,2024-12-12 08:21:29,US,cross_promo,iOS
u_001068,2024-12-16 17:44:43,JP,cross_promo,Android
u_001069,2024-12-20 07:33:25,JP,cross_promo,Android
u_001070,2024-12-15 13:26:24,KR,organic,Android
u_001071,2024-11-30 21:38:55,KR,paid_facebook,Android
u_001072,2024-12-10 19:28:00,KR,referral,Android
u_001073,2024-11-11 12:11:42,KR,cross_promo,iOS
u_001074,2024-11-02 08:29:50,US,paid_google,Android
u_001075,2024-11-07 18:16:44,KR,cross_promo,iOS
u_001076,2024-11-18 18:37:53,US,cross_promo,iOS
u_001077,2024-11-02 01:43:13,JP,cross_promo,Android
u_001078,2024-11-08 20:14:40,KR,organic,iOS
u_001079,2024-11-07 10:22:12,US,paid_google,iOS
u_001080,2024-11-16 15:16:53,US,referral,Android
u_001081,2024-12-21 02:31:52,KR,referral,Android
u_001082,2024-12-23 07:26:49,KR,paid_tiktok,Android
u_001083,2024-12-07 03:50:58,JP,paid_facebook,iOS
u_001084,2024-12-02 05:15:11,KR,paid_tiktok,Android
u_001085,2024-11-03 07:55:59,JP,referral,Android
u_001086,2024-12-26 21:41:12,KR,paid_facebook,Android
u_001087,2024-11-27 19:51:26,KR,cross_promo,Android
u_001088,2024-12-09 18:42:29,US,cross_promo,Android
u_001089,2024-12-13 02:12:38,KR,paid_google,iOS
u_001090,2024-12-07 12:35:17,JP,referral,iOS
u_001091,2024-12-02 01:23:34,KR,cross_promo,iOS
u_001092,2024-12-02 20:10:18,KR,paid_facebook,iOS
u_001093,2024-11-30 10:09:08,KR,paid_tiktok,Android
u_001094,2024-12-08 00:30:56,KR,paid_facebook,Android
u_001095,2024-11-19 14:51:54,KR,paid_facebook,Android
u_001096,2024-11-18 09:29:29,KR,referral,iOS
u_001097,2024-11-03 01:14:34,JP,cross_promo,Android
u_001098,2024-11-05 06:48:17,KR,organic,Android
u_001099,2024-12-27 05:45:23,KR,referral,iOS
u_001100,2024-11-27 21:18:09,KR,paid_facebook,Android
u_001101,2024-12-05 00:20:45,KR,organic,iOS
u_001102,2024-12-18 09:33:23,JP,organic,iOS
u_001103,2024-12-28 23:53:09,KR,paid_facebook,Android
u_001104,2024-12-21 01:21:26,KR,referral,iOS
u_001105,2024-11-20 23:29:56,KR,paid_tiktok,Android
u_001106,2024-11-18 15:59:06,KR,referral,Android
u_001107,2024-11-12 21:17:56,KR,paid_google,iOS
u_001108,2024-12-14 04:08:50,KR,paid_facebook,Android
u_001109,2024-11-05 11:42:17,JP,organic,Android
u_001110,2024-11-22 05:11:02,JP,cross_promo,iOS
u_001111,2024-11-25 13:20:05,JP,referral,Android
u_001112,2024-11-14 06:38:12,US,paid_facebook,Android
u_001113,2024-12-24 11:18:09,KR,paid_google,iOS
u_001114,2024-11-14 02:32:06,KR,cross_promo,iOS
u_001115,2024-11-09 05:24:05,KR,organic,Android
u_001116,2024-12-13 15:44:10,US,paid_google,Android
u_001117,2024-12-28 22:45:28,JP,referral,iOS
u_001118,2024-11-06 18:49:49,JP,organic,Android
u_001119,2024-11-28 09:03:44,KR,referral,iOS
u_001120,2024-12-09 14:02:35,KR,organic,Android
u_001121,2024-12-02 06:48:18,JP,referral,Android
u_001122,2024-12-30 08:16:46,KR,paid_google,Android
u_001123,2024-12-08 17:12:30,KR,cross_promo,Android
u_001124,2024-11-20 02:10:57,JP,cross_promo,iOS
u_001125,2024-11-30 06:38:42,JP,cross_promo,Android
u_001126,2024-11-29 11:09:59,JP,organic,iOS
u_001127,2024-11-21 12:17:46,KR,paid_tiktok,Android
u_001128,2024-12-13 11:11:34,KR,paid_facebook,iOS
u_001129,2024-11-20 13:04:29,KR,paid_google,iOS
u_001130,2024-11-19 03:50:41,KR,referral,Android
u_001131,2024-11-19 10:04:11,KR,cross_promo,Android
u_001132,2024-11-20 01:18:26,KR,paid_facebook,Android
u_001133,2024-12-12 21:15:43,KR,paid_tiktok,iOS
u_001134,2024-12-08 18:20:49,JP,paid_tiktok,Android
u_001135,2024-12-04 22:50:07,JP,cross_promo,iOS
u_001136,2024-11-10 16:14:11,KR,paid_google,Android
u_001137,2024-12-15 02:07:46,US,paid_tiktok,Android
u_001138,2024-12-23 12:47:39,JP,cross_promo,Android
u_001139,2024-12-12 06:26:10,US,paid_google,iOS
u_001140,2024-11-08 01:27:11,US,paid_google,Android
u_001141,2024-12-09 05:21:56,JP,referral,iOS
u_001142,2024-12-27 23:07:24,US,cross_promo,Android
u_001143,2024-11-30 03:25:41,US,paid_google,Android
u_001144,2024-11-05 13:18:38,KR,cross_promo,Android
u_001145,2024-11-30 09:16:47,JP,paid_google,Android
u_001146,2024-12-02 06:30:57,US,referral,Android
u_001147,2024-11-23 00:34:02,KR,paid_tiktok,iOS
u_001148,2024-12-05 23:58:35,JP,referral,Android
u_001149,2024-12-15 03:19:01,KR,organic,Android
u_001150,2024-11-02 18:34:40,US,organic,iOS
u_001151,2024-11-12 07:18:36,JP,paid_tiktok,Android
u_001152,2024-12-10 17:22:39,KR,paid_tiktok,Android
u_001153,2024-12-08 14:02:36,KR,referral,iOS
u_001154,2024-12-12 18:17:44,US,paid_google,iOS
u_001155,2024-12-23 15:27:00,KR,referral,Android
u_001156,2024-12-03 14:45:55,US,referral,Android
u_001157,2024-11-19 06:50:37,KR,referral,iOS
u_001158,2024-11-29 02:35:00,US,paid_tiktok,Android
u_001159,2024-11-30 15:21:03,KR,referral,iOS
u_001160,2024-11-13 19:04:12,US,paid_facebook,Android
u_001161,2024-12-02 00:02:21,JP,organic,iOS
u_001162,2024-11-21 11:29:35,US,cross_promo,iOS
u_001163,2024-12-22 22:17:14,KR,cross_promo,iOS
u_001164,2024-12-17 19:46:16,JP,referral,Android
u_001165,2024-12-20 06:24:37,KR,paid_facebook,iOS
u_001166,2024-12-19 14:43:43,KR,cross_promo,Android
u_001167,2024-11-06 06:09:32,KR,paid_google,Android
u_001168,2024-12-21 10:47:24,KR,paid_google,iOS
u_001169,2024-12-18 02:38:24,KR,paid_facebook,Android
u_001170,2024-12-19 21:37:21,KR,paid_facebook,Android
u_001171,2024-11-18 07:52:11,KR,cross_promo,iOS
u_001172,2024-12-17 09:58:24,KR,paid_google,Android
u_001173,2024-12-18 16:11:30,JP,paid_facebook,Android
u_001174,2024-11-04 23:52:23,KR,cross_promo,Android
u_001175,2024-12-27 19:33:30,KR,paid_tiktok,iOS
u_001176,2024-11-30 00:45:44,KR,referral,Android
u_001177,2024-12-09 13:03:00,JP,paid_google,iOS
u_001178,2024-12-02 13:04:58,US,paid_tiktok,iOS
u_001179,2024-12-14 07:01:18,KR,cross_promo,Android
u_001180,2024-11-08 06:51:26,KR,cross_promo,Android
u_001181,2024-11-03 01:05:13,KR,organic,Android
u_001182,2024-11-21 21:04:33,KR,paid_facebook,iOS
u_001183,2024-11-04 15:42:36,KR,paid_tiktok,Android
u_001184,2024-12-12 09:13:52,KR,cross_promo,Android
u_001185,2024-11-22 14:33:24,KR,organic,Android
u_001186,2024-11-08 17:49:41,KR,paid_tiktok,iOS
u_001187,2024-11-16 11:54:42,KR,cross_promo,Android
u_001188,2024-12-14 18:50:43,KR,cross_promo,Android
u_001189,2024-12-07 16:59:00,US,paid_tiktok,iOS
u_001190,2024-12-19 00:41:49,KR,referral,Android
u_001191,2024-12-20 05:28:13,JP,cross_promo,iOS
u_001192,2024-11-12 17:10:39,JP,organic,iOS
u_001193,2024-11-05 11:00:36,KR,paid_tiktok,Android
u_001194,2024-11-18 06:00:09,US,organic,Android
u_001195,2024-11-19 00:50:45,KR,cross_promo,Android
u_001196,2024-12-02 08:03:13,JP,cross_promo,Android
u_001197,2024-12-06 00:28:21,KR,organic,iOS
u_001198,2024-12-11 02:06:52,US,referral,Android
u_001199,2024-12-24 13:00:51,US,paid_facebook,Android
u_001200,2024-12-12 15:52:34,KR,paid_google,iOS
u_001201,2024-11-18 21:04:07,US,paid_facebook,Android
u_001202,2024-11-13 03:21:59,KR,organic,iOS
u_001203,2024-12-05 09:46:53,US,paid_google,Android
u_001204,2024-12-08 06:41:44,JP,paid_google,iOS
u_001205,2024-12-06 07:13:13,JP,paid_google,iOS
u_001206,2024-11-19 03:58:06,KR,organic,Android
u_001207,2024-11-15 17:43:12,JP,paid_google,iOS
u_001208,2024-12-05 15:27:56,KR,paid_facebook,Android
u_001209,2024-12-07 03:02:38,US,paid_google,iOS
u_001210,2024-12-03 06:34:00,US,paid_facebook,Android
u_001211,2024-11-11 14:57:46,KR,paid_google,iOS
u_001212,2024-12-04 00:59:45,US,paid_google,Android
u_001213,2024-11-25 07:28:42,KR,organic,Android
u_001214,2024-11-05 03:45:31,KR,paid_google,Android
u_001215,2024-11-29 18:34:11,US,organic,Android
u_001216,2024-11-09 12:22:22,JP,cross_promo,Android
u_001217,2024-12-12 00:18:47,KR,cross_promo,Android
u_001218,2024-11-22 08:06:39,KR,organic,Android
u_001219,2024-12-19 17:07:31,US,paid_facebook,Android
u_001220,2024-12-02 03:41:45,JP,paid_facebook,iOS
u_001221,2024-12-17 15:39:35,US,referral,iOS
u_001222,2024-11-01 02:21:17,KR,referral,Android
u_001223,2024-11-23 15:27:31,KR,paid_tiktok,Android
u_001224,2024-12-26 06:57:57,KR,referral,Android
u_001225,2024-11-12 10:54:10,KR,referral,Android
u_001226,2024-11-29 03:10:18,KR,paid_tiktok,iOS
u_001227,2024-11-16 05:15:39,JP,organic,Android
u_001228,2024-11-29 06:26:19,JP,paid_google,Android
u_001229,2024-11-08 08:13:16,US,paid_google,Android
u_001230,2024-11-17 14:34:10,US,cross_promo,Android
u_001231,2024-12-13 01:36:28,JP,cross_promo,iOS
u_001232,2024-12-21 05:19:48,KR,referral,iOS
u_001233,2024-12-26 16:21:56,JP,paid_facebook,Android
u_001234,2024-12-21 08:42:44,US,paid_google,iOS
u_001235,2024-12-20 13:09:08,US,organic,Android
u_001236,2024-11-30 23:27:10,US,referral,Android
u_001237,2024-11-20 20:35:23,KR,paid_google,iOS
u_001238,2024-12-18 00:24:47,JP,paid_google,iOS
u_001239,2024-12-02 23:37:36,KR,cross_promo,Android
u_001240,2024-11-06 17:16:02,KR,paid_tiktok,iOS
u_001241,2024-11-19 23:11:28,US,paid_google,iOS
u_001242,2024-11-10 21:03:08,JP,referral,iOS
u_001243,2024-11-22 03:08:57,KR,paid_tiktok,Android
u_001244,2024-12-09 08:09:30,KR,referral,iOS
u_001245,2024-12-27 04:47:07,KR,paid_tiktok,Android
u_001246,2024-12-14 11:39:34,KR,paid_google,Android
u_001247,2024-12-31 14:33:51,US,organic,Android
u_001248,2024-12-09 21:31:20,JP,paid_tiktok,Android
u_001249,2024-11-06 01:58:00,KR,paid_tiktok,iOS
u_001250,2024-12-24 11:48:11,KR,cross_promo,iOS
u_001251,2024-12-02 23:28:38,KR,paid_google,Android
u_001252,2024-12-10 14:01:06,KR,organic,iOS
u_001253,2024-12-15 12:15:31,KR,paid_facebook,Android
u_001254,2024-11-21 13:32:54,KR,paid_google,iOS
u_001255,2024-12-08 00:27:44,KR,paid_facebook,Android
u_001256,2024-12-16 23:31:39,JP,paid_tiktok,Android
u_001257,2024-11-20 16:20:45,KR,cross_promo,Android
u_001258,2024-12-29 21:29:50,KR,paid_google,Android
u_001259,2024-11-27 02:35:20,US,referral,iOS
u_001260,2024-11-20 20:53:38,KR,paid_google,Android
u_001261,2024-12-22 19:28:11,JP,cross_promo,Android
u_001262,2024-12-04 04:57:51,JP,organic,iOS
u_001263,2024-11-07 16:34:18,KR,paid_google,Android
u_001264,2024-11-18 11:58:47,JP,paid_tiktok,iOS
u_001265,2024-12-09 10:55:26,KR,organic,iOS
u_001266,2024-12-15 02:58:30,KR,paid_google,Android
u_001267,2024-12-06 11:01:31,US,paid_facebook,iOS
u_001268,2024-11-12 09:28:24,KR,referral,iOS
u_001269,2024-11-07 19:54:28,KR,referral,Android
u_001270,2024-11-05 11:43:02,US,referral,Android
u_001271,2024-11-13 17:28:25,JP,paid_facebook,Android
u_001272,2024-11-27 12:01:34,JP,paid_google,iOS
u_001273,2024-12-23 16:59:54,KR,organic,Android
u_001274,2024-11-09 03:49:09,KR,referral,Android
u_001275,2024-12-19 05:59:38,JP,paid_google,iOS
u_001276,2024-11-25 14:30:28,US,organic,Android
u_001277,2024-12-16 15:26:30,JP,paid_facebook,Android
u_001278,2024-12-05 20:06:03,US,paid_facebook,iOS
u_001279,2024-11-19 17:55:58,US,paid_google,Android
u_001280,2024-12-05 07:15:59,US,organic,Android
u_001281,2024-11-14 10:28:40,KR,organic,iOS
u_001282,2024-11-25 08:34:18,KR,referral,Android
u_001283,2024-12-12 14:51:00,KR,paid_google,Android
u_001284,2024-12-15 22:48:23,KR,cross_promo,Android
u_001285,2024-12-14 14:05:02,KR,paid_tiktok,iOS
u_001286,2024-11-20 12:32:51,KR,paid_google,Android
u_001287,2024-12-13 12:27:02,US,organic,Android
u_001288,2024-11-15 18:53:20,KR,organic,Android
u_001289,2024-12-26 01:24:58,KR,organic,Android
u_001290,2024-12-26 18:47:52,KR,paid_google,Android
u_001291,2024-12-21 18:21:34,US,referral,iOS
u_001292,2024-11-27 19:53:16,US,paid_tiktok,iOS
u_001293,2024-11-15 20:57:18,US,paid_tiktok,iOS
u_001294,2024-11-11 05:35:01,KR,cross_promo,Android
u_001295,2024-11-09 09:04:46,KR,paid_tiktok,Android
u_001296,2024-11-13 04:01:25,KR,paid_facebook,Android
u_001297,2024-11-18 19:44:08,US,paid_facebook,iOS
u_001298,2024-11-18 07:06:09,KR,paid_facebook,Android
u_001299,2024-12-26 12:27:45,KR,organic,Android
u_001300,2024-11-16 02:46:50,JP,cross_promo,iOS
u_001301,2024-11-10 08:33:36,KR,paid_facebook,Android
u_001302,2024-11-17 18:41:58,JP,paid_tiktok,iOS
u_001303,2024-11-06 22:00:38,JP,cross_promo,Android
u_001304,2024-12-27 13:37:17,KR,paid_facebook,iOS
u_001305,2024-12-27 13:40:04,KR,paid_google,Android
u_001306,2024-11-04 04:58:05,JP,paid_google,iOS
u_001307,2024-12-29 03:43:15,JP,paid_google,Android
u_001308,2024-12-12 23:37:38,US,organic,iOS
u_001309,2024-12-10 15:58:46,KR,paid_facebook,Android
u_001310,2024-12-30 09:59:36,KR,cross_promo,iOS
u_001311,2024-11-16 04:49:16,KR,referral,iOS
u_001312,2024-11-06 04:55:11,KR,paid_google,iOS
u_001313,2024-12-16 01:11:46,KR,cross_promo,iOS
u_001314,2024-12-30 11:57:54,KR,paid_facebook,iOS
u_001315,2024-11-06 03:48:06,US,paid_google,iOS
u_001316,2024-12-23 16:59:48,US,referral,Android
u_001317,2024-12-24 04:47:23,JP,paid_google,iOS
u_001318,2024-12-29 05:34:53,KR,paid_facebook,Android
u_001319,2024-12-28 20:51:10,KR,paid_facebook,Android
u_001320,2024-11-23 00:40:35,US,organic,iOS
u_001321,2024-11-25 20:21:54,KR,paid_google,Android
u_001322,2024-12-09 13:58:08,JP,cross_promo,Android
u_001323,2024-11-14 03:38:14,KR,organic,Android
u_001324,2024-11-29 22:09:27,KR,paid_google,iOS
u_001325,2024-12-23 11:39:06,JP,cross_promo,iOS
u_001326,2024-11-29 14:06:56,KR,paid_tiktok,Android
u_001327,2024-12-13 06:12:09,KR,paid_google,Android
u_001328,2024-11-03 12:55:35,KR,paid_google,Android
u_001329,2024-12-13 13:56:15,US,paid_facebook,iOS
u_001330,2024-12-26 13:24:54,KR,referral,Android
u_001331,2024-12-24 22:15:24,KR,cross_promo,iOS
u_001332,2024-11-30 12:51:59,US,paid_tiktok,iOS
u_001333,2024-11-28 22:15:09,US,referral,Android
u_001334,2024-11-13 06:23:49,KR,cross_promo,Android
u_001335,2024-11-01 03:41:22,US,paid_facebook,iOS
u_001336,2024-11-05 00:55:27,KR,cross_promo,Android
u_001337,2024-11-24 05:14:29,KR,referral,Android
u_001338,2024-12-15 13:50:35,KR,paid_google,iOS
u_001339,2024-11-14 17:32:35,JP,referral,iOS
u_001340,2024-12-03 19:06:29,US,referral,Android
u_001341,2024-12-01 08:41:06,JP,paid_facebook,Android
u_001342,2024-11-01 11:54:16,KR,paid_tiktok,iOS
u_001343,2024-12-16 08:36:52,JP,cross_promo,Android
u_001344,2024-11-15 04:38:01,JP,paid_tiktok,Android
u_001345,2024-11-20 11:19:06,KR,paid_google,Android
u_001346,2024-12-04 00:14:23,US,organic,Android
u_001347,2024-11-28 22:37:56,US,cross_promo,iOS
u_001348,2024-12-05 10:20:49,KR,cross_promo,Android
u_001349,2024-11-06 16:52:35,KR,paid_tiktok,Android
u_001350,2024-12-24 14:58:26,JP,cross_promo,Android
u_001351,2024-12-18 10:34:42,US,referral,iOS
u_001352,2024-12-23 01:52:44,JP,paid_tiktok,Android
u_001353,2024-12-21 06:06:32,JP,organic,iOS
u_001354,2024-12-07 07:09:52,JP,paid_google,Android
u_001355,2024-11-08 02:04:19,US,cross_promo,Android
u_001356,2024-11-25 19:46:44,US,cross_promo,iOS
u_001357,2024-11-28 00:18:40,KR,paid_facebook,Android
u_001358,2024-12-21 08:23:51,KR,paid_tiktok,Android
u_001359,2024-12-12 18:06:12,KR,organic,iOS
u_001360,2024-11-26 06:11:23,KR,paid_tiktok,Android
u_001361,2024-11-28 17:30:28,KR,paid_facebook,Android
u_001362,2024-12-03 10:32:51,US,paid_google,iOS
u_001363,2024-12-01 12:28:55,US,referral,Android
u_001364,2024-11-24 20:25:45,KR,paid_facebook,Android
u_001365,2024-12-24 13:59:18,KR,paid_facebook,Android
u_001366,2024-12-04 10:59:23,US,referral,Android
u_001367,2024-11-19 16:13:29,JP,paid_google,iOS
u_001368,2024-11-09 00:08:13,KR,referral,Android
u_001369,2024-12-01 07:34:43,KR,paid_tiktok,Android
u_001370,2024-11-24 20:16:08,KR,paid_google,Android
u_001371,2024-12-25 13:57:42,US,paid_facebook,Android
u_001372,2024-11-07 10:06:28,KR,paid_google,Android
u_001373,2024-12-31 21:45:35,US,paid_facebook,Android
u_001374,2024-11-19 12:19:48,US,organic,Android
u_001375,2024-11-28 01:49:18,JP,organic,Android
u_001376,2024-12-09 15:13:08,KR,organic,iOS
u_001377,2024-12-31 08:49:44,JP,paid_google,Android
u_001378,2024-12-18 06:42:37,KR,paid_google,iOS
u_001379,2024-11-22 10:30:50,US,cross_promo,Android
u_001380,2024-11-23 10:54:08,JP,paid_facebook,Android
u_001381,2024-12-07 03:05:46,US,paid_facebook,iOS
u_001382,2024-11-14 01:59:48,KR,cross_promo,iOS
u_001383,2024-12-16 18:06:12,KR,cross_promo,Android
u_001384,2024-11-04 21:06:18,KR,paid_google,Android
u_001385,2024-12-01 01:04:44,KR,paid_tiktok,Android
u_001386,2024-12-21 00:15:46,JP,paid_tiktok,iOS
u_001387,2024-11-24 04:28:40,JP,cross_promo,Android
u_001388,2024-12-21 04:25:44,KR,paid_google,Android
u_001389,2024-12-21 02:56:02,KR,paid_facebook,Android
u_001390,2024-12-18 02:00:35,JP,organic,Android
u_001391,2024-11-29 10:49:18,KR,referral,iOS
u_001392,2024-12-28 18:06:20,US,cross_promo,Android
u_001393,2024-11-20 23:21:21,US,paid_google,iOS
u_001394,2024-12-26 17:55:42,KR,paid_tiktok,Android
u_001395,2024-12-02 22:42:10,US,referral,Android
u_001396,2024-12-22 09:43:30,JP,paid_facebook,iOS
u_001397,2024-12-17 23:40:58,KR,paid_google,Android
u_001398,2024-12-14 21:05:52,US,paid_tiktok,Android
u_001399,2024-12-18 00:43:34,US,referral,Android
u_001400,2024-12-19 08:35:56,US,paid_tiktok,Android
u_001401,2024-11-20 15:03:11,US,paid_google,Android
u_001402,2024-12-17 21:51:00,US,paid_google,Android
u_001403,2024-11-17 03:35:24,KR,referral,iOS
u_001404,2024-11-08 17:45:53,US,organic,Android
u_001405,2024-11-25 06:34:14,KR,paid_tiktok,Android
u_001406,2024-12-29 04:38:33,US,paid_tiktok,iOS
u_001407,2024-12-16 09:29:06,KR,referral,iOS
u_001408,2024-11-12 18:39:27,US,paid_tiktok,Android
u_001409,2024-11-03 12:34:30,KR,cross_promo,Android
u_001410,2024-12-25 12:46:18,JP,referral,Android
u_001411,2024-12-08 18:28:47,US,organic,Android
u_001412,2024-12-26 14:38:00,KR,referral,Android
u_001413,2024-12-04 18:18:08,US,organic,iOS
u_001414,2024-11-02 22:49:51,US,paid_facebook,Android
u_001415,2024-12-14 20:44:04,JP,paid_google,iOS
u_001416,2024-12-16 22:14:32,JP,paid_tiktok,Android
u_001417,2024-12-24 13:58:15,KR,paid_tiktok,Android
u_001418,2024-12-25 08:27:52,KR,referral,Android
u_001419,2024-11-15 01:10:15,KR,paid_facebook,Android
u_001420,2024-11-30 18:16:25,KR,paid_facebook,Android
u_001421,2024-11-30 08:50:29,JP,organic,Android
u_001422,2024-11-25 01:13:33,JP,paid_google,Android
u_001423,2024-11-23 08:52:40,KR,paid_facebook,Android
u_001424,2024-12-07 18:40:39,US,cross_promo,Android
u_001425,2024-12-29 12:55:11,JP,cross_promo,Android
u_001426,2024-11-14 22:18:12,KR,paid_google,Android
u_001427,2024-11-05 17:38:01,US,paid_google,Android
u_001428,2024-11-29 10:03:11,US,referral,Android
u_001429,2024-12-28 19:53:43,KR,paid_facebook,Android
u_001430,2024-11-04 00:47:08,KR,organic,Android
u_001431,2024-12-21 07:34:29,KR,paid_google,iOS
u_001432,2024-11-21 08:51:17,US,organic,Android
u_001433,2024-12-29 12:45:11,KR,referral,Android
u_001434,2024-12-31 22:20:03,KR,referral,iOS
u_001435,2024-12-28 05:55:06,KR,paid_tiktok,Android
