point_id,created_at,user_id,point_delta,reason,campaign_id
p_00092813,2025-01-01 11:35:44,u_014323,3,steps_reward,step_promo_default
p_00056252,2025-01-01 11:35:49,u_008670,3,steps_reward,step_promo_default
p_00044126,2025-01-01 11:35:52,u_006798,3,steps_reward,step_promo_default
p_00053537,2025-01-01 11:35:54,u_008243,4,steps_reward,step_promo_default
p_00048491,2025-01-01 11:35:56,u_007469,-1,steps_reward,step_promo_default
p_00025111,2025-01-01 11:35:56,u_003892,-1,steps_reward,step_promo_default
p_00087921,2025-01-01 11:36:00,u_013586,2,steps_reward,step_promo_default
p_00003719,2025-01-01 11:36:00,u_000582,5,steps_reward,step_promo_default
p_00033666,2025-01-01 11:36:10,u_005190,2,steps_reward,step_promo_default
p_00087535,2025-01-01 11:36:20,u_013534,-1,steps_reward,step_promo_default
p_00033394,2025-01-01 11:36:20,u_005151,2,steps_reward,step_promo_default
p_00056572,2025-01-01 11:36:21,u_008719,5,steps_reward,step_promo_default
p_00004665,2025-01-01 11:36:25,u_000735,5,steps_reward,step_promo_default
p_00099205,2025-01-01 11:36:27,u_012638,3,ad_reward,ad_watch_bonus
p_00091198,2025-01-01 11:36:27,u_014071,-1,steps_reward,step_promo_default
p_00071204,2025-01-01 11:36:45,u_011007,3,steps_reward,step_promo_default
p_00102518,2025-01-01 11:36:49,u_001919,10,ad_reward,ad_watch_bonus
p_00074796,2025-01-01 11:36:50,u_011556,3,steps_reward,step_promo_default
p_00101836,2025-01-01 11:36:52,u_010663,7,ad_reward,ad_watch_bonus
p_00035780,2025-01-01 11:36:58,u_005511,-1,steps_reward,step_promo_default
p_00065546,2025-01-01 11:37:16,u_010141,-1,steps_reward,step_promo_default
p_00106113,2025-01-01 11:37:42,u_014498,10,ad_reward,ad_watch_bonus
p_00016571,2025-01-01 11:37:49,u_002574,-1,steps_reward,step_promo_default
p_00079410,2025-01-01 11:37:50,u_012264,2,steps_reward,step_promo_default
p_00065955,2025-01-01 11:38:06,u_010204,-1,steps_reward,step_promo_default
p_00062064,2025-01-01 11:38:09,u_009607,-1,steps_reward,step_promo_default
p_00016354,2025-01-01 11:38:10,u_002542,-1,steps_reward,step_promo_default
p_00065944,2025-01-01 11:38:11,u_010203,2,steps_reward,step_promo_default
p_00050135,2025-01-01 11:38:27,u_007730,3,steps_reward,step_promo_default
p_00017252,2025-01-01 11:38:38,u_002674,10,steps_reward,step_promo_default
p_00046849,2025-01-01 11:38:48,u_007221,2,steps_reward,step_promo_default
p_00103092,2025-01-01 11:38:49,u_002688,10,ad_reward,ad_watch_bonus
p_00086180,2025-01-01 11:38:57,u_013322,-1,steps_reward,step_promo_default
p_00042817,2025-01-01 11:38:57,u_006597,3,steps_reward,step_promo_default
p_00018953,2025-01-01 11:38:58,u_002929,5,steps_reward,step_promo_default
p_00042093,2025-01-01 11:38:58,u_006488,-1,steps_reward,step_promo_default
p_00046131,2025-01-01 11:39:03,u_007115,-1,steps_reward,step_promo_default
p_00034016,2025-01-01 11:39:12,u_005243,2,steps_reward,step_promo_default
p_00085439,2025-01-01 11:39:18,u_013214,2,steps_reward,step_promo_default
p_00077032,2025-01-01 11:39:20,u_011897,-1,steps_reward,step_promo_default
p_00080471,2025-01-01 11:39:23,u_012436,5,steps_reward,step_promo_default
p_00045939,2025-01-01 11:39:31,u_007084,5,steps_reward,step_promo_default
p_00062125,2025-01-01 11:39:35,u_009617,5,steps_reward,step_promo_default
p_00018083,2025-01-01 11:39:38,u_002801,3,steps_reward,step_promo_default
p_00086575,2025-01-01 11:39:47,u_013384,3,steps_reward,step_promo_default
p_00042508,2025-01-01 11:39:54,u_006547,-1,steps_reward,step_promo_default
p_00004952,2025-01-01 11:40:10,u_000779,3,steps_reward,step_promo_default
p_00041208,2025-01-01 11:40:14,u_006360,-1,steps_reward,step_promo_default
p_00039367,2025-01-01 11:40:15,u_006060,3,steps_reward,step_promo_default
p_00059884,2025-01-01 11:40:21,u_009247,-1,steps_reward,step_promo_default
p_00070193,2025-01-01 11:40:23,u_010852,3,steps_reward,step_promo_default
p_00029567,2025-01-01 11:40:32,u_004565,3,steps_reward,step_promo_default
p_00080636,2025-01-01 11:40:46,u_012458,3,steps_reward,step_promo_default
p_00015030,2025-01-01 11:40:50,u_002328,5,steps_reward,step_promo_default
p_00100470,2025-01-01 11:40:51,u_013717,7,ad_reward,ad_watch_bonus
p_00086671,2025-01-01 11:40:54,u_013400,3,steps_reward,step_promo_default
p_00000207,2025-01-01 11:41:14,u_000036,2,steps_reward,step_promo_default
p_00034715,2025-01-01 11:41:16,u_005354,-1,steps_reward,step_promo_default
p_00041470,2025-01-01 11:41:19,u_006394,-1,steps_reward,step_promo_default
p_00098855,2025-01-01 11:41:25,u_002054,3,ad_reward,ad_watch_bonus
p_00088184,2025-01-01 11:41:28,u_013626,3,steps_reward,step_promo_default
p_00059208,2025-01-01 11:41:39,u_009143,2,steps_reward,step_promo_default
p_00074434,2025-01-01 11:41:41,u_011496,5,steps_reward,step_promo_default
p_00057206,2025-01-01 11:41:41,u_008824,3,steps_reward,step_promo_default
p_00077024,2025-01-01 11:41:43,u_011896,5,steps_reward,step_promo_default
p_00012919,2025-01-01 11:41:53,u_002005,3,steps_reward,step_promo_default
p_00033369,2025-01-01 11:41:54,u_005147,2,steps_reward,step_promo_default
p_00091608,2025-01-01 11:41:55,u_014140,2,steps_reward,step_promo_default
p_00089529,2025-01-01 11:41:56,u_013827,2,steps_reward,step_promo_default
p_00075720,2025-01-01 11:41:56,u_011693,3,steps_reward,step_promo_default
p_00078744,2025-01-01 11:42:08,u_012165,2,steps_reward,step_promo_default
p_00091737,2025-01-01 11:42:09,u_014157,5,steps_reward,step_promo_default
p_00088476,2025-01-01 11:42:12,u_013668,3,steps_reward,step_promo_default
p_00036711,2025-01-01 11:42:22,u_005662,5,steps_reward,step_promo_default
p_00042376,2025-01-01 11:42:23,u_006528,5,steps_reward,step_promo_default
p_00087016,2025-01-01 11:42:35,u_013454,3,steps_reward,step_promo_default
p_00012967,2025-01-01 11:42:36,u_002013,3,steps_reward,step_promo_default
p_00067546,2025-01-01 11:42:39,u_010444,3,steps_reward,step_promo_default
p_00050909,2025-01-01 11:42:48,u_007849,3,steps_reward,step_promo_default
p_00055220,2025-01-01 11:42:49,u_008512,1,steps_reward,step_promo_default
p_00011851,2025-01-01 11:42:59,u_001830,3,steps_reward,step_promo_default
p_00005750,2025-01-01 11:43:02,u_000902,3,steps_reward,step_promo_default
p_00015643,2025-01-01 11:43:03,u_002430,5,steps_reward,step_promo_default
p_00052805,2025-01-01 11:43:06,u_008141,3,steps_reward,step_promo_default
p_00062604,2025-01-01 11:43:06,u_009694,5,steps_reward,step_promo_default
p_00071475,2025-01-01 11:43:17,u_011043,5,steps_reward,step_promo_default
p_00090086,2025-01-01 11:43:17,u_013903,-1,steps_reward,step_promo_default
p_00017300,2025-01-01 11:43:17,u_002682,2,steps_reward,step_promo_default
p_00019623,2025-01-01 11:43:18,u_003034,3,steps_reward,step_promo_default
p_00013502,2025-01-01 11:43:20,u_002094,-1,steps_reward,step_promo_default
p_00087713,2025-01-01 11:43:23,u_013557,3,steps_reward,step_promo_default
p_00005045,2025-01-01 11:43:26,u_000791,3,steps_reward,step_promo_default
p_00051276,2025-01-01 11:43:26,u_007907,5,steps_reward,step_promo_default
p_00018562,2025-01-01 11:43:27,u_002871,3,steps_reward,step_promo_default
p_00012791,2025-01-01 11:43:27,u_001985,5,steps_reward,step_promo_default
p_00013773,2025-01-01 11:43:29,u_002139,3,steps_reward,step_promo_default
p_00076962,2025-01-01 11:43:39,u_011886,-1,steps_reward,step_promo_default
p_00035579,2025-01-01 11:43:40,u_005482,3,steps_reward,step_promo_default
p_00074044,2025-01-01 11:43:41,u_011443,3,steps_reward,step_promo_default
p_00071757,2025-01-01 11:43:42,u_011090,5,steps_reward,step_promo_default
p_00008898,2025-01-01 11:43:46,u_001385,3,steps_reward,step_promo_default
p_00089061,2025-01-01 11:43:51,u_013753,3,steps_reward,step_promo_default
p_00056775,2025-01-01 11:44:05,u_008748,3,steps_reward,step_promo_default
p_00006902,2025-01-01 11:44:18,u_001076,-1,steps_reward,step_promo_default
p_00067510,2025-01-01 11:44:21,u_010438,5,steps_reward,step_promo_default
p_00028411,2025-01-01 11:44:22,u_004391,5,steps_reward,step_promo_default
p_00006012,2025-01-01 11:44:27,u_000937,5,steps_reward,step_promo_default
p_00013659,2025-01-01 11:44:29,u_002119,3,steps_reward,step_promo_default
p_00086395,2025-01-01 11:44:34,u_013351,-1,steps_reward,step_promo_default
p_00057488,2025-01-01 11:44:43,u_008867,3,steps_reward,step_promo_default
p_00062786,2025-01-01 11:44:58,u_009722,5,steps_reward,step_promo_default
p_00106021,2025-01-01 11:44:59,u_003322,12,ad_reward,ad_watch_bonus
p_00043540,2025-01-01 11:45:04,u_006713,2,steps_reward,step_promo_default
p_00083937,2025-01-01 11:45:07,u_012982,3,steps_reward,step_promo_default
p_00004994,2025-01-01 11:45:11,u_000785,3,steps_reward,step_promo_default
p_00085109,2025-01-01 11:45:15,u_013166,6,steps_reward,step_promo_default
p_00079157,2025-01-01 11:45:18,u_012229,3,steps_reward,step_promo_default
p_00020994,2025-01-01 11:45:20,u_003240,3,steps_reward,step_promo_default
p_00084622,2025-01-01 11:45:22,u_013093,3,steps_reward,step_promo_default
p_00017223,2025-01-01 11:45:25,u_002668,2,steps_reward,step_promo_default
p_00080178,2025-01-01 11:45:25,u_012391,5,steps_reward,step_promo_default
p_00029145,2025-01-01 11:45:28,u_004499,3,steps_reward,step_promo_default
p_00019097,2025-01-01 11:45:29,u_002949,2,steps_reward,step_promo_default
p_00062812,2025-01-01 11:45:35,u_009726,2,steps_reward,step_promo_default
p_00002028,2025-01-01 11:45:47,u_000324,3,steps_reward,step_promo_default
p_00013903,2025-01-01 11:45:50,u_002157,3,steps_reward,step_promo_default
p_00017923,2025-01-01 11:45:52,u_002778,3,steps_reward,step_promo_default
p_00084087,2025-01-01 11:45:56,u_013005,5,steps_reward,step_promo_default
p_00048017,2025-01-01 11:45:58,u_007396,3,steps_reward,step_promo_default
p_00046497,2025-01-01 11:45:59,u_007166,-1,steps_reward,step_promo_default
p_00004349,2025-01-01 11:46:10,u_000686,3,steps_reward,step_promo_default
p_00108116,2025-01-01 11:46:14,u_000562,5,ad_reward,ad_watch_bonus
p_00076425,2025-01-01 11:46:24,u_011803,3,steps_reward,step_promo_default
p_00104753,2025-01-01 11:46:28,u_010287,10,ad_reward,ad_watch_bonus
p_00096896,2025-01-01 11:46:33,u_014964,3,steps_reward,step_promo_default
p_00107787,2025-01-01 11:46:35,u_006124,5,ad_reward,ad_watch_bonus
p_00037937,2025-01-01 11:46:36,u_005841,3,steps_reward,step_promo_default
p_00013553,2025-01-01 11:47:06,u_002103,1,steps_reward,step_promo_default
p_00086188,2025-01-01 11:47:14,u_013323,5,steps_reward,step_promo_default
p_00106550,2025-01-01 11:47:15,u_003701,12,ad_reward,ad_watch_bonus
p_00054382,2025-01-01 11:47:25,u_008378,3,steps_reward,step_promo_default
p_00053673,2025-01-01 11:47:26,u_008262,2,steps_reward,step_promo_default
p_00020983,2025-01-01 11:47:31,u_003239,3,steps_reward,step_promo_default
p_00022527,2025-01-01 11:47:58,u_003482,5,steps_reward,step_promo_default
p_00016531,2025-01-01 11:48:00,u_002568,3,steps_reward,step_promo_default
p_00014355,2025-01-01 11:48:01,u_002228,3,steps_reward,step_promo_default
p_00021023,2025-01-01 11:48:08,u_003244,3,steps_reward,step_promo_default
p_00068969,2025-01-01 11:48:10,u_010657,2,steps_reward,step_promo_default
p_00071121,2025-01-01 11:48:11,u_010997,5,steps_reward,step_promo_default
p_00050903,2025-01-01 11:48:12,u_007848,-1,steps_reward,step_promo_default
p_00033936,2025-01-01 11:48:12,u_005233,5,steps_reward,step_promo_default
p_00010454,2025-01-01 11:48:12,u_001616,3,steps_reward,step_promo_default
p_00040487,2025-01-01 11:48:16,u_006243,3,steps_reward,step_promo_default
p_00059445,2025-01-01 11:48:18,u_009184,3,steps_reward,step_promo_default
p_00013947,2025-01-01 11:48:18,u_002165,3,steps_reward,step_promo_default
p_00069246,2025-01-01 11:48:18,u_010703,3,steps_reward,step_promo_default
p_00042443,2025-01-01 11:48:28,u_006537,2,steps_reward,step_promo_default
p_00060481,2025-01-01 11:48:45,u_009346,3,steps_reward,step_promo_default
p_00101677,2025-01-01 11:48:56,u_002512,12,ad_reward,ad_watch_bonus
p_00054270,2025-01-01 11:48:58,u_008361,2,steps_reward,step_promo_default
p_00052331,2025-01-01 11:49:00,u_008075,10,steps_reward,step_promo_default
p_00089785,2025-01-01 11:49:03,u_013861,-1,steps_reward,step_promo_default
p_00068180,2025-01-01 11:49:03,u_010535,3,steps_reward,step_promo_default
p_00079131,2025-01-01 11:49:04,u_012225,3,steps_reward,step_promo_default
p_00023423,2025-01-01 11:49:07,u_003619,5,steps_reward,step_promo_default
p_00073875,2025-01-01 11:49:07,u_011412,3,steps_reward,step_promo_default
p_00013289,2025-01-01 11:49:23,u_002063,3,steps_reward,step_promo_default
p_00036685,2025-01-01 11:49:28,u_005659,3,steps_reward,step_promo_default
p_00091834,2025-01-01 11:49:28,u_014174,-1,steps_reward,step_promo_default
p_00078723,2025-01-01 11:49:32,u_012160,3,steps_reward,step_promo_default
p_00075017,2025-01-01 11:49:33,u_011595,3,steps_reward,step_promo_default
p_00107904,2025-01-01 11:49:36,u_013738,3,ad_reward,ad_watch_bonus
p_00025126,2025-01-01 11:49:37,u_003895,3,steps_reward,step_promo_default
p_00067693,2025-01-01 11:49:49,u_010470,3,steps_reward,step_promo_default
p_00093307,2025-01-01 11:49:51,u_014402,2,steps_reward,step_promo_default
p_00061636,2025-01-01 11:50:00,u_009540,3,steps_reward,step_promo_default
p_00015744,2025-01-01 11:50:05,u_002444,2,steps_reward,step_promo_default
p_00065505,2025-01-01 11:50:06,u_010135,3,steps_reward,step_promo_default
p_00007314,2025-01-01 11:50:16,u_001135,2,steps_reward,step_promo_default
p_00097171,2025-01-01 11:50:20,u_007170,10,ad_reward,ad_watch_bonus
p_00080164,2025-01-01 11:50:24,u_012389,4,steps_reward,step_promo_default
p_00104681,2025-01-01 11:50:26,u_008182,5,ad_reward,ad_watch_bonus
p_00087217,2025-01-01 11:50:29,u_013484,3,steps_reward,step_promo_default
p_00104066,2025-01-01 11:50:35,u_013632,3,ad_reward,ad_watch_bonus
p_00006821,2025-01-01 11:50:47,u_001065,3,steps_reward,step_promo_default
p_00107396,2025-01-01 11:50:47,u_013596,3,ad_reward,ad_watch_bonus
p_00027581,2025-01-01 11:50:49,u_004271,3,steps_reward,step_promo_default
p_00084342,2025-01-01 11:50:49,u_013042,2,steps_reward,step_promo_default
p_00048049,2025-01-01 11:50:53,u_007400,2,steps_reward,step_promo_default
p_00085037,2025-01-01 11:50:57,u_013155,-1,steps_reward,step_promo_default
p_00004497,2025-01-01 11:51:08,u_000710,3,steps_reward,step_promo_default
p_00032212,2025-01-01 11:51:11,u_004979,5,steps_reward,step_promo_default
p_00040445,2025-01-01 11:51:13,u_006232,2,steps_reward,step_promo_default
p_00107231,2025-01-01 11:51:28,u_012801,10,ad_reward,ad_watch_bonus
p_00086603,2025-01-01 11:51:47,u_013388,3,steps_reward,step_promo_default
p_00071738,2025-01-01 11:51:49,u_011086,5,steps_reward,step_promo_default
p_00019090,2025-01-01 11:51:58,u_002948,5,steps_reward,step_promo_default
p_00103417,2025-01-01 11:52:02,u_001546,5,ad_reward,ad_watch_bonus
p_00071892,2025-01-01 11:52:03,u_011110,3,steps_reward,step_promo_default
p_00025251,2025-01-01 11:52:06,u_003917,5,steps_reward,step_promo_default
p_00047917,2025-01-01 11:52:10,u_007384,5,steps_reward,step_promo_default
p_00092241,2025-01-01 11:52:12,u_014235,3,steps_reward,step_promo_default
p_00070090,2025-01-01 11:52:24,u_010835,2,steps_reward,step_promo_default
p_00086929,2025-01-01 11:52:25,u_013443,1,steps_reward,step_promo_default
p_00065166,2025-01-01 11:52:27,u_010080,3,steps_reward,step_promo_default
p_00082147,2025-01-01 11:52:28,u_012698,4,steps_reward,step_promo_default
p_00013537,2025-01-01 11:52:39,u_002100,3,steps_reward,step_promo_default
p_00037299,2025-01-01 11:52:41,u_005746,5,steps_reward,step_promo_default
p_00082965,2025-01-01 11:52:41,u_012823,2,steps_reward,step_promo_default
p_00021363,2025-01-01 11:52:48,u_003297,3,steps_reward,step_promo_default
p_00083236,2025-01-01 11:53:02,u_012871,5,steps_reward,step_promo_default
p_00001329,2025-01-01 11:53:04,u_000218,2,steps_reward,step_promo_default
p_00041221,2025-01-01 11:53:07,u_006361,-1,steps_reward,step_promo_default
p_00044784,2025-01-01 11:53:08,u_006894,3,steps_reward,step_promo_default
p_00030656,2025-01-01 11:53:14,u_004726,5,steps_reward,step_promo_default
p_00092755,2025-01-01 11:53:17,u_014314,3,steps_reward,step_promo_default
p_00044805,2025-01-01 11:53:25,u_006898,-1,steps_reward,step_promo_default
p_00083732,2025-01-01 11:53:32,u_012953,5,steps_reward,step_promo_default
p_00055856,2025-01-01 11:53:33,u_008604,-1,steps_reward,step_promo_default
p_00076341,2025-01-01 11:53:39,u_011786,-1,steps_reward,step_promo_default
p_00005204,2025-01-01 11:53:39,u_000816,3,steps_reward,step_promo_default
p_00077001,2025-01-01 11:53:42,u_011891,5,steps_reward,step_promo_default
p_00026028,2025-01-01 11:53:42,u_004031,-1,steps_reward,step_promo_default
p_00104894,2025-01-01 11:53:44,u_003741,3,ad_reward,ad_watch_bonus
p_00018140,2025-01-01 11:53:46,u_002808,-1,steps_reward,step_promo_default
p_00062958,2025-01-01 11:53:49,u_009745,3,steps_reward,step_promo_default
p_00099873,2025-01-01 11:53:51,u_004681,7,ad_reward,ad_watch_bonus
p_00089305,2025-01-01 11:53:51,u_013792,10,steps_reward,step_promo_default
p_00017842,2025-01-01 11:53:54,u_002766,-1,steps_reward,step_promo_default
p_00102126,2025-01-01 11:54:01,u_011760,10,ad_reward,ad_watch_bonus
p_00060357,2025-01-01 11:54:01,u_009329,-1,steps_reward,step_promo_default
p_00049598,2025-01-01 11:54:07,u_007642,-1,steps_reward,step_promo_default
p_00017703,2025-01-01 11:54:07,u_002746,5,steps_reward,step_promo_default
p_00028026,2025-01-01 11:54:24,u_004337,3,steps_reward,step_promo_default
p_00046724,2025-01-01 11:54:25,u_007203,3,steps_reward,step_promo_default
p_00059684,2025-01-01 11:54:26,u_009221,5,steps_reward,step_promo_default
p_00047761,2025-01-01 11:54:31,u_007363,3,steps_reward,step_promo_default
p_00102353,2025-01-01 11:54:34,u_012647,5,ad_reward,ad_watch_bonus
p_00087216,2025-01-01 11:54:35,u_013484,3,steps_reward,step_promo_default
p_00043191,2025-01-01 11:54:43,u_006651,3,steps_reward,step_promo_default
p_00027098,2025-01-01 11:54:48,u_004194,3,steps_reward,step_promo_default
p_00047637,2025-01-01 11:54:53,u_007344,5,steps_reward,step_promo_default
p_00077319,2025-01-01 11:54:53,u_011934,-1,steps_reward,step_promo_default
p_00089692,2025-01-01 11:55:01,u_013846,-1,steps_reward,step_promo_default
p_00023302,2025-01-01 11:55:01,u_003604,5,steps_reward,step_promo_default
p_00008929,2025-01-01 11:55:01,u_001391,3,steps_reward,step_promo_default
p_00095195,2025-01-01 11:55:04,u_014691,3,steps_reward,step_promo_default
p_00022130,2025-01-01 11:55:13,u_003423,3,steps_reward,step_promo_default
p_00062389,2025-01-01 11:55:22,u_009656,5,steps_reward,step_promo_default
p_00012822,2025-01-01 11:55:27,u_001988,6,steps_reward,step_promo_default
p_00102443,2025-01-01 11:55:33,u_007593,10,ad_reward,ad_watch_bonus
p_00082064,2025-01-01 11:55:41,u_012683,-1,steps_reward,step_promo_default
p_00014835,2025-01-01 11:55:41,u_002297,3,steps_reward,step_promo_default
p_00024899,2025-01-01 11:55:41,u_003858,-1,steps_reward,step_promo_default
p_00052583,2025-01-01 11:55:45,u_008109,3,steps_reward,step_promo_default
p_00035963,2025-01-01 11:55:45,u_005541,-1,steps_reward,step_promo_default
p_00029487,2025-01-01 11:55:48,u_004552,3,steps_reward,step_promo_default
p_00066889,2025-01-01 11:56:08,u_010348,3,steps_reward,step_promo_default
p_00043888,2025-01-01 11:56:09,u_006763,2,steps_reward,step_promo_default
p_00045679,2025-01-01 11:56:12,u_007039,3,steps_reward,step_promo_default
p_00044581,2025-01-01 11:56:16,u_006866,2,steps_reward,step_promo_default
p_00077618,2025-01-01 11:56:21,u_011982,5,steps_reward,step_promo_default
p_00038443,2025-01-01 11:56:28,u_005920,-1,steps_reward,step_promo_default
p_00070686,2025-01-01 11:56:30,u_010931,2,steps_reward,step_promo_default
p_00102030,2025-01-01 11:56:30,u_005443,10,ad_reward,ad_watch_bonus
p_00063078,2025-01-01 11:56:38,u_009761,6,steps_reward,step_promo_default
p_00048171,2025-01-01 11:56:39,u_007419,-1,steps_reward,step_promo_default
p_00035325,2025-01-01 11:56:48,u_005441,3,steps_reward,step_promo_default
p_00030281,2025-01-01 11:56:53,u_004677,5,steps_reward,step_promo_default
p_00058502,2025-01-01 11:56:55,u_009032,3,steps_reward,step_promo_default
p_00066976,2025-01-01 11:56:55,u_010361,3,steps_reward,step_promo_default
p_00071880,2025-01-01 11:56:58,u_011109,5,steps_reward,step_promo_default
p_00009930,2025-01-01 11:57:00,u_001536,3,steps_reward,step_promo_default
p_00040914,2025-01-01 11:57:02,u_006312,3,steps_reward,step_promo_default
p_00004087,2025-01-01 11:57:02,u_000643,5,steps_reward,step_promo_default
p_00086661,2025-01-01 11:57:06,u_013399,5,steps_reward,step_promo_default
p_00027348,2025-01-01 11:57:08,u_004232,5,steps_reward,step_promo_default
p_00052990,2025-01-01 11:57:10,u_008168,3,steps_reward,step_promo_default
p_00087017,2025-01-01 11:57:10,u_013454,2,steps_reward,step_promo_default
p_00073601,2025-01-01 11:57:17,u_011369,2,steps_reward,step_promo_default
p_00085580,2025-01-01 11:57:17,u_013235,-1,steps_reward,step_promo_default
p_00095645,2025-01-01 11:57:26,u_014765,-1,steps_reward,step_promo_default
p_00055575,2025-01-01 11:57:32,u_008562,2,steps_reward,step_promo_default
p_00067098,2025-01-01 11:57:43,u_010376,3,steps_reward,step_promo_default
p_00010400,2025-01-01 11:57:45,u_001609,10,steps_reward,step_promo_default
p_00080574,2025-01-01 11:57:46,u_012450,2,steps_reward,step_promo_default
p_00024819,2025-01-01 11:57:46,u_003847,3,steps_reward,step_promo_default
p_00029486,2025-01-01 11:57:48,u_004552,3,steps_reward,step_promo_default
p_00073090,2025-01-01 11:57:52,u_011293,3,steps_reward,step_promo_default
p_00099295,2025-01-01 11:57:56,u_006017,5,ad_reward,ad_watch_bonus
p_00023475,2025-01-01 11:58:09,u_003631,5,steps_reward,step_promo_default
p_00043150,2025-01-01 11:58:13,u_006646,2,steps_reward,step_promo_default
p_00091177,2025-01-01 11:58:18,u_014069,3,steps_reward,step_promo_default
p_00080067,2025-01-01 11:58:20,u_012370,2,steps_reward,step_promo_default
p_00012633,2025-01-01 11:58:20,u_001961,3,steps_reward,step_promo_default
p_00088762,2025-01-01 11:58:21,u_013708,3,steps_reward,step_promo_default
p_00033944,2025-01-01 11:58:30,u_005234,3,steps_reward,step_promo_default
p_00028084,2025-01-01 11:58:42,u_004343,3,steps_reward,step_promo_default
p_00022398,2025-01-01 11:58:48,u_003462,2,steps_reward,step_promo_default
p_00015736,2025-01-01 11:58:48,u_002443,3,steps_reward,step_promo_default
p_00008444,2025-01-01 11:59:00,u_001320,2,steps_reward,step_promo_default
p_00037002,2025-01-01 11:59:04,u_005703,-1,steps_reward,step_promo_default
p_00039514,2025-01-01 11:59:09,u_006082,5,steps_reward,step_promo_default
p_00096280,2025-01-01 11:59:17,u_014864,3,steps_reward,step_promo_default
p_00074639,2025-01-01 11:59:21,u_011529,3,steps_reward,step_promo_default
p_00074416,2025-01-01 11:59:40,u_011495,2,steps_reward,step_promo_default
p_00080480,2025-01-01 11:59:40,u_012438,5,steps_reward,step_promo_default
p_00025538,2025-01-01 11:59:40,u_003961,3,steps_reward,step_promo_default
p_00068372,2025-01-01 11:59:42,u_010563,3,steps_reward,step_promo_default
p_00093862,2025-01-01 11:59:44,u_014490,3,steps_reward,step_promo_default
p_00023373,2025-01-01 11:59:46,u_003613,-1,steps_reward,step_promo_default
p_00025914,2025-01-01 11:59:59,u_004016,3,steps_reward,step_promo_default
p_00041200,2025-01-01 12:00:02,u_006359,6,steps_reward,step_promo_default
p_00087492,2025-01-01 12:00:05,u_013527,5,steps_reward,step_promo_default
p_00057912,2025-01-01 12:00:07,u_008937,6,steps_reward,step_promo_default
p_00075583,2025-01-01 12:00:14,u_011674,3,steps_reward,step_promo_default
p_00033220,2025-01-01 12:00:37,u_005122,-1,steps_reward,step_promo_default
p_00066184,2025-01-01 12:00:38,u_010236,2,steps_reward,step_promo_default
p_00074468,2025-01-01 12:00:41,u_011501,2,steps_reward,step_promo_default
p_00019449,2025-01-01 12:00:45,u_003004,7,steps_reward,step_promo_default
p_00015104,2025-01-01 12:01:06,u_002339,-1,steps_reward,step_promo_default
p_00009544,2025-01-01 12:01:13,u_001484,2,steps_reward,step_promo_default
p_00050727,2025-01-01 12:01:31,u_007823,3,steps_reward,step_promo_default
p_00060654,2025-01-01 12:01:32,u_009375,3,steps_reward,step_promo_default
p_00107013,2025-01-01 12:01:33,u_004127,10,ad_reward,ad_watch_bonus
p_00074854,2025-01-01 12:01:41,u_011566,3,steps_reward,step_promo_default
p_00023412,2025-01-01 12:01:43,u_003618,3,steps_reward,step_promo_default
p_00005990,2025-01-01 12:01:50,u_000935,3,steps_reward,step_promo_default
p_00103121,2025-01-01 12:01:51,u_008447,10,ad_reward,ad_watch_bonus
p_00066160,2025-01-01 12:01:57,u_010232,5,steps_reward,step_promo_default
p_00008725,2025-01-01 12:01:59,u_001359,-1,steps_reward,step_promo_default
p_00056278,2025-01-01 12:01:59,u_008673,4,steps_reward,step_promo_default
p_00039191,2025-01-01 12:02:03,u_006034,-1,steps_reward,step_promo_default
p_00107435,2025-01-01 12:02:12,u_005448,3,ad_reward,ad_watch_bonus
p_00010568,2025-01-01 12:02:14,u_001634,2,steps_reward,step_promo_default
p_00000068,2025-01-01 12:02:15,u_000011,2,steps_reward,step_promo_default
p_00054762,2025-01-01 12:02:29,u_008437,2,steps_reward,step_promo_default
p_00080713,2025-01-01 12:02:32,u_012470,2,steps_reward,step_promo_default
p_00101304,2025-01-01 12:02:39,u_007350,3,ad_reward,ad_watch_bonus
p_00006219,2025-01-01 12:02:41,u_000966,5,steps_reward,step_promo_default
p_00080878,2025-01-01 12:02:41,u_012495,2,steps_reward,step_promo_default
p_00096033,2025-01-01 12:02:59,u_014820,-1,steps_reward,step_promo_default
p_00000261,2025-01-01 12:03:01,u_000046,10,steps_reward,step_promo_default
p_00054728,2025-01-01 12:03:03,u_008432,5,steps_reward,step_promo_default
p_00058609,2025-01-01 12:03:06,u_009050,3,steps_reward,step_promo_default
p_00026526,2025-01-01 12:03:06,u_004102,2,steps_reward,step_promo_default
p_00007972,2025-01-01 12:03:07,u_001244,3,steps_reward,step_promo_default
p_00066824,2025-01-01 12:03:18,u_010337,3,steps_reward,step_promo_default
p_00047569,2025-01-01 12:03:30,u_007333,3,steps_reward,step_promo_default
p_00000270,2025-01-01 12:03:31,u_000047,6,steps_reward,step_promo_default
p_00025962,2025-01-01 12:03:33,u_004022,3,steps_reward,step_promo_default
p_00041560,2025-01-01 12:03:38,u_006408,3,steps_reward,step_promo_default
p_00094275,2025-01-01 12:03:41,u_014558,3,steps_reward,step_promo_default
p_00014034,2025-01-01 12:03:48,u_002177,3,steps_reward,step_promo_default
