user_id,group,signup_date,country,baseline_steps_7d,steps_7d,reward_points_7d,ad_revenue_7d,is_retained_d7
u_004213,test,2024-11-20,KR,4911,41102,97,3.65,1
u_010454,test,2024-11-10,JP,7916,61816,131,2.03,1
u_001967,control,2024-11-14,KR,7266,63723,152,4.17,1
u_012584,test,2024-11-26,KR,4673,34499,79,1.55,1
u_000430,control,2024-12-25,KR,4225,33422,82,2.76,1
u_009349,control,2024-12-06,KR,4633,21465,32,0.94,0
u_012105,test,2024-11-15,KR,5574,56418,95,2.79,1
u_004268,control,2024-11-06,US,6273,47321,73,2.99,1
u_010392,test,2024-11-07,JP,5475,38468,76,2.71,1
u_001662,control,2024-12-05,KR,8402,65803,107,1.8,0
u_002803,test,2024-11-14,KR,5694,48828,110,3.05,1
u_001682,test,2024-11-24,KR,5817,57034,138,1.47,1
u_004870,test,2024-11-21,KR,2178,16565,38,0.49,1
u_002205,test,2024-11-27,KR,9792,74098,165,2.42,0
u_000648,control,2024-11-18,US,3174,23587,55,1.45,0
u_006995,test,2024-12-18,US,6418,47043,116,1.64,0
u_001373,control,2024-12-31,US,5129,28839,70,2.24,0
u_012022,test,2024-11-11,KR,1125,9670,17,0.76,0
u_000020,test,2024-12-13,KR,5316,43775,96,2.69,1
u_012877,test,2024-12-31,KR,7670,52931,102,2.14,1
u_008737,control,2024-12-31,JP,6342,40176,75,1.29,1
u_013597,test,2024-12-29,KR,3394,35581,74,3.07,1
u_012586,control,2024-12-02,KR,5216,42500,98,3.53,1
u_005105,test,2024-11-16,KR,5437,37045,76,1.04,1
u_008437,test,2024-11-03,KR,3376,18739,42,0.89,0
u_006878,control,2024-11-10,JP,6685,37583,59,3.8,0
u_004081,control,2024-11-06,KR,6911,63217,120,5.88,1
u_001984,test,2024-11-28,KR,4681,39911,67,1.3,0
u_001476,control,2024-11-01,KR,6231,49886,116,5.47,1
u_010791,test,2024-11-08,JP,2386,20153,35,1.02,1
u_001726,control,2024-11-02,KR,5457,41582,63,1.47,0
u_010532,test,2024-11-12,JP,7994,57661,118,3.4,1
u_006369,test,2024-11-24,KR,2689,19809,34,1.29,0
u_004740,control,2024-11-21,KR,4640,38577,70,2.14,0
u_008735,control,2024-11-15,JP,9393,76405,146,8.33,1
u_003014,test,2024-11-09,JP,2871,21480,32,1.5,1
u_007654,control,2024-11-02,US,6004,46175,82,3.76,0
u_003686,test,2024-11-11,KR,4992,32528,56,0.9,0
u_007661,control,2024-11-06,US,3223,20935,35,1.14,0
u_004323,control,2024-11-03,JP,3836,24996,62,2.44,1
u_010407,control,2024-12-15,JP,6739,51556,109,4.72,1
u_009569,control,2024-12-18,KR,3478,26797,54,1.48,0
u_006941,test,2024-11-06,JP,7792,55606,134,4.93,1
u_005948,control,2024-12-15,KR,5476,53566,129,3.93,1
u_004437,control,2024-12-05,KR,4927,33613,61,2.32,1
u_005191,test,2024-12-08,US,5874,59773,139,2.61,1
u_005218,test,2024-12-17,KR,6617,53774,125,1.71,1
u_010542,control,2024-11-07,JP,6337,45682,83,2.29,1
u_008552,control,2024-12-31,KR,5487,38605,82,2.7,1
u_013443,test,2024-12-15,JP,3335,20269,33,1.97,0
u_005677,test,2024-12-10,KR,5507,44990,105,3.6,1
u_003158,control,2024-11-20,US,3779,26390,51,1.84,0
u_009407,test,2024-12-27,KR,3372,29459,46,2.44,0
u_002499,test,2024-11-24,KR,3280,25905,44,2.48,0
u_002606,test,2024-11-16,KR,2348,22633,44,2.07,0
u_013211,test,2024-12-15,US,5327,37204,63,2.92,0
u_002608,control,2024-11-28,JP,7176,38702,79,2.75,1
u_004580,test,2024-11-16,US,5396,47083,97,3.68,1
u_001652,control,2024-11-24,JP,6375,46277,82,1.91,1
u_004633,test,2024-11-22,US,7134,66963,127,6.88,1
u_004877,test,2024-11-08,KR,5597,37371,64,1.68,1
u_014956,test,2024-12-09,JP,4293,34165,66,2.59,0
u_005696,test,2024-11-27,KR,4761,36671,87,3.78,1
u_013113,control,2024-12-04,KR,5419,35401,73,3.32,1
u_009838,test,2024-12-14,KR,4525,36997,71,4.06,1
u_009346,control,2024-12-18,KR,5583,47209,114,1.44,0
u_009062,control,2024-12-01,KR,6460,50508,83,1.64,0
u_011552,control,2024-12-30,KR,5022,36921,58,3.58,0
u_012121,test,2024-11-09,KR,2532,19285,36,1.34,1
u_009206,control,2024-11-22,KR,7016,40576,78,1.68,1
u_008313,test,2024-12-01,JP,4086,30469,73,1.98,1
u_013264,test,2024-12-17,KR,6646,60483,131,6.06,0
u_007531,test,2024-11-02,US,5618,40471,66,1.82,1
u_007951,test,2024-11-25,US,1494,13678,26,0.91,0
u_009784,control,2024-11-16,US,4040,35636,55,3.54,1
u_007429,control,2024-11-26,JP,4613,39376,68,3.26,0
u_000522,test,2024-11-08,KR,9518,63092,102,6.85,1
u_001061,test,2024-11-26,KR,4772,29335,46,1.56,0
u_005840,test,2024-12-25,US,3787,28603,46,2.43,0
u_002465,control,2024-11-27,KR,6585,52475,106,4.41,1
u_010330,control,2024-11-07,KR,5711,33222,52,3.18,1
u_008420,control,2024-12-10,JP,6342,42371,91,3.69,0
u_003467,control,2024-12-17,US,6982,54688,125,2.79,0
u_001829,test,2024-12-24,JP,4761,37860,77,3.95,1
u_005963,test,2024-11-02,JP,5727,46674,112,4.61,0
u_011869,control,2024-11-14,KR,6010,36865,65,3.16,1
u_003142,test,2024-12-20,KR,8374,56169,116,4.03,1
u_004036,control,2024-12-07,KR,5254,33326,65,1.64,0
u_011178,test,2024-12-08,KR,6018,45586,85,2.05,0
u_007912,control,2024-12-21,KR,4084,28779,55,1.48,1
u_000437,control,2024-11-19,US,4850,38561,87,1.28,1
u_009913,test,2024-12-22,KR,7408,68298,122,6.63,0
u_005119,control,2024-11-16,US,5323,51439,109,2.45,1
u_006551,test,2024-12-14,KR,4861,40434,67,3.36,1
u_007116,test,2024-11-17,US,10523,46639,70,1.8,0
u_011895,test,2024-12-25,JP,2251,21762,49,1.92,0
u_014290,test,2024-11-21,KR,6248,47015,103,2.23,0
u_001604,test,2024-11-04,JP,5871,58557,109,3.4,1
u_013147,test,2024-12-31,KR,7431,55283,124,4.03,1
u_010579,test,2024-12-10,JP,6467,54054,130,5.69,1
u_005241,control,2024-12-03,US,6483,52852,108,3.74,1
u_004408,test,2024-12-29,KR,4427,39584,67,3.4,1
u_013749,control,2024-11-07,US,4662,36837,82,3.13,1
u_014959,test,2024-12-24,JP,5823,53688,119,4.09,0
u_004092,control,2024-11-29,KR,8781,58163,138,1.6,0
u_009389,test,2024-11-24,KR,4197,36686,69,3.04,1
u_009029,test,2024-12-06,KR,5318,48057,93,4.26,1
u_007599,test,2024-11-18,KR,3043,24040,53,2.09,1
u_005598,test,2024-12-31,US,6496,57816,97,2.54,0
u_002175,test,2024-12-03,US,5065,33092,62,3.27,0
u_012805,control,2024-12-02,US,4543,27217,44,1.25,0
u_006945,test,2024-12-20,US,2879,19310,35,0.83,1
u_006851,control,2024-11-08,US,2060,16246,35,0.6,0
u_014937,control,2024-12-29,KR,3151,20457,34,1.62,1
u_010070,control,2024-12-30,US,7583,43928,89,2.95,1
u_010468,control,2024-11-12,JP,5542,43799,98,1.87,0
u_014600,test,2024-11-19,KR,2767,17967,38,1.39,0
u_012156,control,2024-12-04,US,7381,51815,84,3.56,1
u_004552,control,2024-12-04,KR,7713,62722,102,4.65,1
u_002645,control,2024-12-31,JP,3802,34625,58,2.19,1
u_014076,test,2024-11-11,US,9726,80717,195,5.95,1
u_014716,test,2024-12-20,US,4382,36190,72,3.16,1
u_003124,control,2024-12-02,KR,3227,23374,40,1.48,0
u_012591,test,2024-11-05,KR,6431,54967,129,2.05,1
u_011844,test,2024-12-28,KR,4987,44523,90,2.76,1
u_004002,control,2024-12-31,US,6985,43910,100,3.47,1
u_000761,test,2024-11-18,KR,6178,39970,81,1.12,1
u_005986,control,2024-12-22,KR,2704,18052,31,0.67,0
u_002222,control,2024-12-14,KR,4521,31902,52,1.27,0
u_014883,control,2024-11-24,US,3729,28089,65,0.97,1
u_001530,control,2024-11-25,KR,4819,28584,47,1.26,1
u_007625,test,2024-11-21,KR,6902,56986,108,3.66,0
u_014598,test,2024-11-27,JP,6732,49399,88,5.27,0
u_003622,test,2024-11-27,KR,5343,29020,72,2.6,1
u_002192,test,2024-11-14,KR,8157,52656,129,4.26,1
u_006215,test,2024-12-09,JP,4279,40254,70,2.86,1
u_007016,control,2024-12-07,US,3652,30085,52,3.23,1
u_014029,test,2024-12-28,KR,4672,45556,99,2.59,1
u_003180,control,2024-11-09,KR,4124,25253,38,2.42,0
u_010539,test,2024-11-20,KR,2863,23783,57,0.69,1
u_004522,control,2024-12-19,KR,9072,60635,140,5.79,1
u_008405,test,2024-11-12,KR,7634,60070,97,6.17,1
u_000720,control,2024-11-09,KR,4696,26074,49,2.3,1
u_011944,control,2024-12-19,JP,5660,38419,92,3.79,1
u_010740,control,2024-12-20,KR,5377,41345,97,4.05,1
u_007269,control,2024-11-07,JP,6908,43833,100,4.44,1
u_012822,control,2024-11-29,US,8365,51592,106,3.39,1
u_008690,test,2024-11-16,KR,5692,40772,73,1.37,1
u_013490,test,2024-11-27,JP,6549,43716,99,2.8,1
u_014992,control,2024-11-20,KR,5539,27482,51,2.72,1
u_007335,control,2024-11-29,JP,0,1346,3,0.05,0
u_003311,test,2024-12-13,KR,8666,80394,123,5.9,1
u_003637,control,2024-11-12,JP,3935,25569,48,1.34,0
u_013498,test,2024-12-14,KR,5429,44952,91,1.39,0
u_011129,test,2024-11-12,US,4407,32276,76,1.79,1
u_009465,control,2024-11-21,JP,4709,36540,59,1.04,1
u_001865,control,2024-11-13,JP,4178,34898,75,1.91,0
u_012615,control,2024-11-07,KR,6023,46408,86,4.9,1
u_012783,control,2024-11-26,KR,8293,64612,122,4.03,1
u_013072,test,2024-11-23,KR,6194,42057,83,4.42,1
u_013640,test,2024-12-04,JP,6202,49423,88,3.5,0
u_004402,test,2024-11-26,KR,4161,28387,63,2.67,0
u_002880,test,2024-12-08,KR,1778,17117,39,1.53,0
u_007586,test,2024-11-16,JP,5635,43262,77,2.67,0
u_008517,test,2024-12-15,KR,6926,50707,96,4.73,0
u_005295,control,2024-11-16,KR,5413,37173,67,3.84,1
u_009815,test,2024-11-29,US,0,310,0,0.02,0
u_001601,control,2024-12-11,KR,8974,70724,123,3.58,1
u_013717,test,2024-11-29,JP,4662,37992,65,2.29,1
u_008217,test,2024-12-13,JP,5520,47741,97,4.98,1
u_010714,control,2024-11-15,US,5578,37254,56,1.38,0
u_002611,test,2024-12-31,JP,3232,21847,54,2.3,0
u_003342,test,2024-12-07,JP,2583,20102,33,1.97,0
u_013775,test,2024-12-04,KR,8413,71121,142,3.96,0
u_008037,test,2024-11-28,KR,6049,37645,79,2.22,1
u_014819,control,2024-11-29,KR,5388,40222,83,3.56,1
u_003733,test,2024-12-31,KR,3410,26793,48,2.56,1
u_005131,test,2024-12-29,KR,6085,62544,112,1.79,0
u_012360,test,2024-12-25,KR,3699,26039,50,2.73,1
u_006854,test,2024-11-06,KR,7104,55702,114,4.76,1
u_008556,test,2024-11-26,KR,5431,59387,122,3.98,1
u_008335,test,2024-11-01,KR,6177,57133,128,3.22,1
u_011669,test,2024-12-17,KR,6314,51270,83,1.66,0
u_007514,test,2024-11-25,KR,8086,51799,93,3.32,1
u_013508,control,2024-12-22,KR,7930,60031,136,5.04,1
u_005407,test,2024-12-11,US,6289,48311,93,3.84,0
u_013380,control,2024-11-07,KR,5545,29415,55,0.81,0
u_011521,control,2024-12-24,KR,2488,19473,30,0.75,0
u_000710,test,2024-11-25,KR,3746,31529,69,2.81,1
u_010463,control,2024-11-26,JP,4980,22772,39,2.14,1
u_013845,control,2024-11-26,KR,9605,70426,136,3.91,1
u_003183,test,2024-12-23,KR,3925,30586,57,1.11,1
u_014388,test,2024-11-30,JP,3215,20942,49,0.98,0
u_008000,control,2024-12-28,KR,5423,37850,73,1.6,0
u_008846,control,2024-11-22,JP,5039,33916,80,1.51,1
u_008060,test,2024-12-13,JP,3176,20929,45,2.03,1
u_005533,control,2024-12-13,KR,6759,43741,102,2.08,1
u_002624,test,2024-12-02,JP,4498,27888,66,1.38,0
u_011193,test,2024-11-12,KR,4787,35838,75,3.33,1
u_011434,test,2024-11-05,US,7804,51938,79,3.13,1
u_010918,test,2024-12-11,KR,6319,37094,74,3.62,0
u_012229,test,2024-12-21,KR,7132,63770,141,4.02,1
u_006488,test,2024-12-19,KR,10819,83404,194,3.04,1
u_004441,control,2024-11-05,JP,4846,36078,72,2.03,0
u_011096,control,2024-12-30,KR,4743,30240,71,2.34,0
u_004909,control,2024-11-03,KR,7650,56296,92,5.58,1
u_014087,test,2024-12-23,KR,4007,40329,61,1.19,1
u_001436,test,2024-11-10,US,5963,38606,94,1.62,1
u_004763,control,2024-11-29,US,4883,31604,70,1.39,0
u_005863,control,2024-11-25,US,1747,11540,27,0.32,1
u_010842,test,2024-11-29,KR,4757,40629,65,4.1,0
u_002728,control,2024-12-18,KR,6798,48696,73,2.51,1
u_001111,control,2024-11-25,JP,6931,49087,112,2.64,1
u_001714,control,2024-12-18,KR,5067,42017,80,1.22,1
u_006676,test,2024-12-12,KR,5105,46778,108,3.84,1
u_002629,test,2024-11-20,US,5210,41157,93,4.51,1
u_007533,control,2024-11-06,JP,5650,40852,84,4.48,0
u_000148,control,2024-11-21,KR,6966,59529,126,2.6,1
u_006134,control,2024-11-27,KR,6046,39634,64,3.26,0
u_003222,control,2024-12-13,JP,4263,29129,44,2.75,0
u_013663,control,2024-12-14,JP,6655,43551,68,1.99,1
u_000738,control,2024-11-25,KR,737,4453,8,0.15,1
u_010413,control,2024-11-19,JP,6095,47163,115,2.65,0
u_011917,control,2024-12-30,KR,5778,35125,85,2.32,0
u_001759,test,2024-12-02,JP,7466,62417,140,6.38,0
u_006606,test,2024-11-19,JP,8490,52977,87,3.03,1
u_012572,test,2024-11-06,KR,4466,39265,83,4.06,1
u_004418,test,2024-12-29,JP,5498,48759,112,1.62,0
u_006624,control,2024-12-23,KR,5931,50422,122,3.79,1
u_008629,test,2024-12-24,JP,4502,37291,67,1.51,1
u_012577,control,2024-11-09,KR,5275,39647,90,2.87,0
u_012941,control,2024-12-02,JP,6197,48386,80,5.04,1
u_012708,control,2024-11-08,KR,5275,42179,76,3.09,1
u_007180,control,2024-11-06,KR,4655,30378,47,0.92,1
u_007641,test,2024-11-09,US,2530,20821,39,2.04,0
u_013548,test,2024-11-22,US,1346,11800,23,0.43,0
u_003671,test,2024-11-07,KR,6202,52840,99,3.7,1
u_008966,test,2024-12-14,KR,5224,45486,92,3.36,0
u_011258,test,2024-12-30,US,5929,48380,88,4.34,1
u_009835,test,2024-11-03,KR,5385,40250,99,1.48,1
u_007997,test,2024-11-23,KR,6866,54445,123,3.7,1
u_007811,test,2024-11-02,KR,3786,29068,60,3.01,1
u_014997,test,2024-12-22,US,8347,62966,129,3.66,0
u_001790,control,2024-12-01,JP,8035,68075,167,5.25,1
u_008173,control,2024-12-08,JP,5801,38807,94,2.59,0
u_003307,control,2024-12-08,US,6728,45901,113,3.79,0
u_014953,control,2024-12-01,KR,3795,28116,68,3.0,0
u_005671,test,2024-12-03,US,5828,38265,58,3.05,0
u_005408,control,2024-11-03,US,4559,35295,63,3.03,1
u_014480,control,2024-11-28,US,3596,21522,48,1.91,0
u_006163,test,2024-11-05,US,7072,52308,80,2.49,1
u_009937,control,2024-11-24,KR,8673,70964,110,4.68,0
u_011753,test,2024-11-30,KR,3941,31800,72,0.88,1
u_000282,control,2024-12-14,KR,2587,18729,41,2.05,0
u_013468,test,2024-12-18,KR,2152,14666,24,0.83,0
u_011252,control,2024-12-12,KR,5528,39915,87,1.47,0
u_012298,test,2024-12-05,JP,3200,20970,41,2.25,1
u_014255,test,2024-12-02,JP,7020,41471,77,4.04,1
u_002647,test,2024-12-23,JP,4722,32588,69,3.24,1
u_003893,test,2024-11-12,US,2208,23265,52,2.33,1
u_002763,control,2024-11-05,KR,6898,57339,88,1.91,1
u_011746,test,2024-12-19,US,8114,61221,108,6.21,1
u_011638,control,2024-11-08,US,4511,29442,73,1.68,0
u_005594,control,2024-12-29,KR,2341,17939,31,0.91,0
u_003036,test,2024-11-18,JP,7407,40844,96,4.17,1
u_011766,test,2024-12-13,KR,4129,27697,59,1.79,1
u_013028,control,2024-11-19,KR,5836,40754,75,3.91,0
u_003744,control,2024-11-06,KR,5409,35023,72,1.89,0
u_009653,test,2024-12-15,KR,8991,80949,181,8.63,1
u_005655,control,2024-12-18,KR,3521,25230,38,2.26,1
u_014675,control,2024-12-05,US,7312,64953,125,4.9,0
u_011502,test,2024-11-06,KR,1625,13226,24,1.05,1
u_006549,control,2024-12-01,KR,5664,40497,61,3.34,1
u_000150,control,2024-11-27,US,3801,31126,55,1.53,0
u_001614,control,2024-12-25,KR,5123,41348,86,1.11,1
u_000146,control,2024-12-30,JP,7949,57392,125,4.7,1
u_012540,control,2024-12-07,KR,6288,51763,106,1.78,1
u_011627,control,2024-12-14,KR,2923,21409,51,1.05,1
u_008290,test,2024-12-09,KR,5289,47821,92,2.47,1
u_003360,control,2024-11-12,US,5778,40171,95,2.0,1
u_008007,control,2024-12-21,KR,6665,42473,89,1.77,1
u_014188,control,2024-11-06,KR,9505,58927,90,2.52,1
u_007910,test,2024-11-29,KR,4400,28815,52,1.97,0
u_000547,control,2024-12-27,JP,5870,42743,100,4.21,1
u_001737,test,2024-11-19,KR,1076,7620,18,0.21,0
u_003267,test,2024-11-02,JP,3599,22577,39,0.87,1
u_003309,control,2024-11-01,KR,4275,40714,87,2.44,1
u_000189,test,2024-11-17,US,6549,57068,92,2.87,1
u_004677,test,2024-12-06,US,5321,39227,61,1.27,0
u_005261,control,2024-12-11,KR,6103,47500,107,1.68,1
u_013705,control,2024-12-02,JP,3451,23849,36,1.41,0
u_010104,test,2024-12-20,US,3837,29383,48,1.74,0
u_011756,control,2024-11-13,KR,4839,31856,65,1.81,1
u_013874,test,2024-12-05,JP,4679,37757,78,2.45,1
u_009821,control,2024-11-20,KR,4897,29771,74,2.97,0
u_011189,test,2024-12-25,KR,5729,39468,62,2.98,1
u_013194,test,2024-11-20,US,5545,40348,100,4.18,1
u_013538,test,2024-11-25,JP,7357,58388,103,1.5,1
u_007980,test,2024-12-05,JP,4885,30058,65,0.91,1
u_004218,control,2024-11-08,KR,8778,75285,127,7.95,1
u_014988,control,2024-11-07,KR,7396,56196,124,1.73,1
u_012238,test,2024-11-28,US,4145,35487,54,3.78,1
u_002868,test,2024-12-12,KR,4403,37045,55,2.49,1
u_011923,test,2024-11-02,JP,6154,37479,83,2.79,1
u_011872,control,2024-11-13,JP,9119,79220,124,7.05,1
u_002412,control,2024-11-23,KR,7653,53187,120,3.04,1
u_009760,test,2024-12-09,KR,4209,32581,70,0.91,1
u_006254,control,2024-11-10,KR,8453,54125,128,3.22,1
u_013013,test,2024-11-24,JP,5348,47304,112,4.54,1
u_000915,test,2024-11-15,US,3670,22711,47,0.94,1
u_003167,control,2024-11-24,JP,7287,61941,135,1.89,0
u_014651,test,2024-11-07,KR,9620,93598,172,3.25,1
u_006208,test,2024-11-19,KR,6923,40318,69,2.05,1
u_011697,test,2024-12-09,US,2537,19183,36,1.47,0
u_005022,control,2024-11-02,US,5115,27570,67,1.13,1
u_010495,test,2024-11-04,KR,3963,26343,62,1.92,1
u_008758,control,2024-12-28,JP,4393,34577,73,1.71,1
u_011763,test,2024-12-01,KR,4210,26258,46,1.94,1
u_011603,test,2024-11-27,US,8734,79340,190,5.29,1
u_014153,test,2024-11-11,JP,5922,37746,83,2.05,1
u_000441,test,2024-12-02,KR,5307,30831,54,2.72,0
u_008858,control,2024-12-23,JP,6575,39012,92,1.15,0
u_000783,test,2024-12-02,KR,5905,39492,82,1.54,1
u_009850,test,2024-11-06,JP,8119,64206,102,4.39,1
u_009216,control,2024-11-20,KR,5904,46239,78,3.3,1
u_009602,control,2024-12-24,KR,6452,45762,88,3.12,1
u_001184,test,2024-12-12,KR,4628,40538,99,4.04,1
u_009582,control,2024-11-27,JP,4894,38419,62,1.28,1
u_008353,test,2024-12-28,KR,4629,26171,59,2.25,0
u_011037,test,2024-11-09,KR,3943,30546,54,1.72,0
u_004077,test,2024-11-20,JP,2784,16342,29,1.14,1
u_006893,control,2024-12-10,US,6025,31844,64,2.81,0
u_011049,test,2024-11-20,KR,4448,35906,54,1.32,1
u_001407,test,2024-12-16,KR,4647,41755,72,2.49,1
u_002433,test,2024-12-07,JP,8992,72815,166,3.45,1
u_012809,test,2024-12-06,JP,5310,43902,80,3.68,1
u_014271,test,2024-11-18,US,6777,56048,123,3.37,1
u_003532,control,2024-11-28,KR,6649,45832,96,3.88,1
u_012843,test,2024-12-18,US,3011,22253,33,1.06,1
u_006433,test,2024-12-19,JP,6564,44099,74,4.2,1
u_014966,control,2024-11-23,KR,7999,59465,141,5.16,0
u_012975,test,2024-12-10,KR,5445,33229,62,2.56,1
u_014258,control,2024-12-21,JP,6300,32790,73,1.4,1
u_003513,test,2024-11-24,US,3782,27232,50,1.46,0
u_012808,test,2024-11-19,KR,6750,58557,107,4.13,1
u_000992,test,2024-12-29,KR,7169,60583,108,1.81,1
u_013339,control,2024-11-26,KR,6614,47927,102,5.26,1
u_009490,test,2024-12-30,US,4160,25526,57,1.03,1
u_006767,control,2024-11-14,JP,4796,25869,48,1.99,1
u_010086,test,2024-12-30,KR,4298,32780,66,3.47,1
u_012792,control,2024-11-20,JP,5458,46076,86,4.9,1
u_002376,test,2024-11-30,KR,4899,36444,61,3.87,0
u_004797,control,2024-11-11,KR,1724,13520,28,1.01,1
u_006195,control,2024-12-26,JP,4939,38718,63,1.94,0
u_005708,control,2024-12-31,JP,4500,32629,50,1.11,1
u_002838,control,2024-12-09,US,8216,57547,128,3.66,1
u_001363,test,2024-12-01,US,6447,53908,102,2.46,1
u_013424,control,2024-11-01,KR,6256,42395,97,1.49,1
u_006461,test,2024-11-05,KR,3259,27665,47,2.63,0
u_005859,control,2024-11-30,US,1568,10011,23,0.53,1
u_003706,test,2024-11-28,US,5654,53110,103,1.92,1
u_011061,control,2024-11-08,JP,6122,36576,85,3.6,0
u_002969,control,2024-11-17,US,6245,30569,47,1.83,1
u_012145,test,2024-11-24,JP,7424,60153,147,5.68,1
u_013177,control,2024-12-01,US,4248,32608,67,2.22,0
u_006312,control,2024-11-29,JP,6943,44669,94,3.88,0
u_004488,control,2024-11-30,US,9223,70119,165,2.61,0
u_005686,test,2024-12-23,KR,5313,39208,84,4.24,0
u_013361,control,2024-12-29,KR,2754,17313,32,1.31,0
u_006957,control,2024-11-12,KR,3411,24178,52,1.13,1
u_008475,test,2024-12-22,KR,3665,27243,48,0.77,1
u_003442,control,2024-12-06,JP,5322,33013,53,3.08,1
u_002638,control,2024-11-02,JP,5465,39760,86,2.05,0
u_005475,test,2024-12-03,KR,5583,36287,85,1.08,1
u_005894,test,2024-12-28,KR,5292,35864,68,3.07,0
u_003895,control,2024-11-03,JP,1325,8160,15,0.21,0
u_012086,test,2024-11-15,JP,6487,44662,108,1.44,0
u_001303,test,2024-11-06,JP,4212,29020,50,2.26,1
u_005267,control,2024-12-31,JP,5810,39500,77,1.52,0
u_004589,test,2024-12-30,KR,5603,36708,60,1.46,1
u_007047,control,2024-11-08,KR,7710,65301,122,4.29,0
u_000129,control,2024-12-30,US,6532,49319,108,1.53,1
u_011616,test,2024-12-24,KR,5997,46375,109,4.88,0
u_008321,control,2024-11-16,KR,5005,35178,67,1.09,1
u_003707,test,2024-11-14,JP,6071,48836,74,2.99,1
u_006496,control,2024-12-30,KR,6072,40311,79,3.34,1
u_013771,test,2024-11-22,KR,7174,43063,99,4.42,1
u_000742,test,2024-11-12,JP,8135,69586,115,3.7,1
u_000790,test,2024-12-02,KR,4757,37470,75,1.29,1
u_003958,control,2024-12-22,JP,5043,35706,81,1.88,1
u_009988,control,2024-12-26,US,6826,60720,147,2.5,1
u_003298,control,2024-11-19,KR,6141,44618,107,2.76,1
u_002406,control,2024-12-24,KR,5238,33610,69,2.92,1
u_005958,test,2024-11-15,KR,3876,26260,58,2.58,0
u_000614,test,2024-11-24,US,3972,28167,57,3.06,1
u_000740,test,2024-12-06,KR,6041,42919,81,2.29,1
u_011813,test,2024-12-15,JP,736,5329,8,0.2,0
u_007349,test,2024-11-01,US,4905,34575,86,3.37,0
u_010967,control,2024-12-20,KR,7977,64983,149,4.79,1
u_011103,control,2024-11-02,KR,5600,39845,91,1.75,1
u_005929,test,2024-11-14,US,6956,50805,110,3.19,1
u_008604,test,2024-12-26,JP,1008,6161,9,0.43,0
u_006412,test,2024-11-12,US,5960,43067,78,3.85,1
u_007490,control,2024-11-17,JP,7131,49137,111,3.43,0
u_005309,test,2024-12-28,KR,5966,36143,55,3.83,1
u_007526,control,2024-12-12,JP,5533,40809,66,4.0,1
u_001644,control,2024-12-17,KR,5816,42003,97,2.79,1
u_005904,test,2024-11-13,KR,3985,29474,50,2.42,1
u_014798,control,2024-11-15,KR,4390,27889,58,1.98,0
u_013502,test,2024-12-22,KR,4027,27083,42,1.05,1
u_013430,test,2024-12-07,KR,6487,45632,91,4.4,1
u_007308,control,2024-11-16,KR,4120,26811,47,1.74,1
u_003761,test,2024-11-23,JP,7436,54763,126,3.37,0
u_011832,test,2024-12-15,KR,5468,40168,90,4.2,0
u_004967,test,2024-12-15,JP,8750,59806,109,5.35,1
u_009971,control,2024-12-24,JP,4515,30235,47,3.11,1
u_000649,test,2024-12-20,KR,5093,32713,55,1.55,0
u_008797,test,2024-11-05,KR,2537,15142,25,1.15,1
u_009892,control,2024-12-15,US,4322,28221,44,1.31,0
u_000167,control,2024-12-12,KR,6840,65229,135,4.28,0
u_005577,control,2024-11-25,KR,4382,25628,56,1.43,1
u_008305,test,2024-11-16,KR,5681,39439,60,3.21,1
u_013999,control,2024-11-30,KR,6630,47283,107,4.27,1
u_007212,control,2024-11-23,KR,6854,46367,78,1.22,1
u_013570,test,2024-11-26,KR,6521,48452,84,3.24,0
u_013059,test,2024-12-03,JP,6987,61652,100,6.37,1
u_000427,test,2024-11-15,US,3947,35408,63,2.01,0
u_010481,control,2024-12-23,KR,5739,29286,53,0.78,0
u_002483,control,2024-11-17,KR,1595,11536,19,1.22,0
u_014340,control,2024-12-19,US,4286,28444,67,1.85,0
u_001274,test,2024-11-09,KR,6286,33172,56,3.05,0
u_012246,test,2024-12-26,KR,5050,35143,59,2.56,1
u_004679,test,2024-12-06,JP,3420,30854,73,0.87,0
u_007373,control,2024-11-16,JP,7455,46066,106,1.98,0
u_008169,test,2024-11-02,KR,6098,56993,142,2.97,0
u_007983,control,2024-11-07,KR,5838,32549,65,2.21,1
u_011271,control,2024-11-26,JP,5176,28170,57,2.16,0
u_007868,test,2024-12-23,US,4660,39674,89,1.29,1
u_011385,test,2024-12-11,US,7886,55058,113,2.06,1
u_002140,control,2024-12-08,US,4992,35418,53,1.81,0
u_014821,control,2024-12-21,KR,7651,54238,83,2.31,1
u_000406,control,2024-12-28,KR,6926,54461,106,2.93,0
u_007617,test,2024-11-18,KR,3277,23682,44,1.33,1
u_013516,control,2024-11-24,JP,5408,36851,85,3.77,1
u_009164,test,2024-12-19,KR,1713,14400,33,1.05,0
u_013128,control,2024-11-03,KR,2770,18935,30,1.74,1
u_010199,control,2024-11-01,KR,8214,60017,112,5.8,0
u_010131,control,2024-11-29,KR,3127,23235,40,2.23,0
u_009395,test,2024-12-02,KR,5963,53976,127,1.37,1
u_010464,test,2024-12-15,JP,5363,41947,104,3.11,1
u_006608,test,2024-12-05,US,6821,54869,100,4.41,1
u_005256,test,2024-12-09,KR,6278,44676,99,4.76,1
